x,y,z,total_cost_mean,total_cost_se,deviation_mean,deviation_se,total_cost_n
1.75,0.25,0.0,6252.707821852416,13.507719275465837,3081.728888888889,7.630736540755693,300
1.75,0.5,0.0,6532.210741544729,13.609098150461126,3109.422222222222,7.691851953963228,300
1.75,0.75,0.0,6806.800588926207,13.696817838360213,3134.0088888888886,7.870553098599403,300
1.75,1.0,0.0,7076.464113385164,13.747926176543261,3172.6755555555555,8.694649945629232,300
1.75,1.25,0.0,7340.018854481025,13.755755908208814,3220.0088888888886,9.359584557958113,300
1.75,1.5,0.0,7595.5550852065935,13.712260670654768,3279.648888888889,10.199989747146859,300
1.75,1.75,0.0,7840.703865895116,13.62389179027584,3366.3955555555553,11.253098809170371,300
1.75,2.0,0.0,8069.645390216567,13.474098583335664,3505.428888888889,11.984599481528273,300
2.0,0.0,0.0,5977.463929795016,9.517383002539658,3077.7733333333335,5.452077596145177,600
2.0,0.0,0.25,6698.509809609421,13.54890061092594,3015.64,8.038017717352744,300
2.0,0.0,0.5,7410.719729357595,13.625074927779352,2933.0711111111113,7.868803943068256,300
2.0,0.0,0.75,8110.631591882803,13.70329375337182,2817.38,8.356050353203024,300
2.0,0.0,1.0,8793.311532705042,13.801074740101447,2662.8333333333335,8.554476156168391,300
2.0,0.0,1.25,9449.49252880839,13.865328581666985,2449.3355555555554,7.810485032048657,300
2.0,0.0,1.5,10063.275343363292,14.005646168844045,2226.4044444444444,7.669150741208219,300
2.0,0.0,1.75,10603.481541610317,14.167988010297089,1930.897777777778,8.029417592089812,300
2.0,0.0,2.0,11025.117888475748,14.265292775755789,1597.3644444444444,8.4213172751308,300
2.0,0.25,0.0,6262.9636954891375,13.616063257012673,3111.4688888888886,7.449329089614661,300
2.0,0.5,0.0,6543.571304240584,13.742528241658563,3143.0088888888886,7.492126573471834,300
2.0,0.75,0.0,6819.645508426923,13.852853503888433,3171.148888888889,7.688126312489122,300
2.0,1.0,0.0,7090.063610495356,13.90496128301041,3213.3088888888888,8.418890297687831,300
2.0,1.25,0.0,7354.338125922834,13.920604849432404,3264.0288888888886,9.143197465157668,300
2.0,1.5,0.0,7610.83129369422,13.886155284689863,3328.108888888889,10.109428030335883,300
2.0,1.75,0.0,7857.163872384291,13.805979179032565,3419.402222222222,11.152983856888305,300
2.0,2.0,0.0,8087.92673417136,13.665938598743974,3565.9355555555558,12.045916570188332,300
